compound,neg,neu,pos
0.9937,0.051,0.661,0.288
0.9538,0.039,0.758,0.203
0.9897,0.041,0.589,0.37
0.93,0.02,0.817,0.162
0.9954,0.0,0.631,0.369
0.9981,0.011,0.639,0.35
0.9375,0.105,0.68,0.216
0.9893,0.1,0.566,0.334
0.994,0.046,0.556,0.398
0.9611,0.067,0.736,0.198
0.9837,0.022,0.747,0.232
0.9413,0.06,0.817,0.123
0.9875,0.107,0.547,0.345
0.9928,0.037,0.637,0.326
0.9612,0.084,0.659,0.258
0.9962,0.026,0.539,0.435
0.9842,0.034,0.765,0.201
0.9292,0.092,0.705,0.203
0.9875,0.014,0.671,0.315
0.992,0.0,0.695,0.305
0.9887,0.038,0.747,0.216
0.9761,0.043,0.736,0.221
0.9861,0.078,0.633,0.289
0.9957,0.008,0.701,0.291
0.9554,0.064,0.79,0.146
0.9719,0.058,0.777,0.164
0.9843,0.038,0.725,0.238
0.9958,0.029,0.588,0.383
0.979,0.034,0.748,0.217
0.9905,0.0,0.709,0.291
0.9876,0.046,0.611,0.343
0.946,0.092,0.715,0.193
0.9963,0.028,0.666,0.307
0.9535,0.065,0.736,0.199
0.9595,0.048,0.766,0.186
0.9923,0.01,0.763,0.228
0.9887,0.071,0.697,0.232
0.9917,0.022,0.686,0.292
0.9507,0.061,0.745,0.193
-0.1263,0.12,0.755,0.125
0.9686,0.019,0.741,0.24
0.9838,0.089,0.614,0.297
0.9916,0.0,0.693,0.307
0.9933,0.027,0.619,0.354
0.9959,0.033,0.563,0.403
0.9902,0.023,0.706,0.271
0.9918,0.074,0.59,0.336
0.9961,0.0,0.554,0.446
0.9894,0.095,0.65,0.255
0.9846,0.018,0.681,0.301
0.9948,0.0,0.622,0.378
0.9715,0.04,0.742,0.218
0.9961,0.047,0.598,0.355
0.9233,0.114,0.658,0.229
0.9939,0.066,0.539,0.395
0.9899,0.025,0.679,0.296
0.9895,0.048,0.666,0.286
0.9946,0.022,0.579,0.398
0.9928,0.096,0.633,0.271
0.9958,0.065,0.626,0.308
0.9847,0.052,0.692,0.256
0.9823,0.091,0.635,0.275
0.9928,0.042,0.699,0.259
0.9712,0.077,0.747,0.175
0.9956,0.013,0.597,0.39
0.9612,0.095,0.681,0.224
0.9956,0.043,0.687,0.27
0.918,0.062,0.809,0.13
0.9479,0.103,0.685,0.212
0.7964,0.026,0.857,0.118
0.9769,0.0,0.796,0.204
0.9509,0.0,0.808,0.192
0.9723,0.034,0.753,0.213
0.9956,0.053,0.636,0.311
0.9947,0.015,0.698,0.287
-0.3225,0.164,0.681,0.155
0.9915,0.023,0.652,0.325
0.9904,0.041,0.684,0.275
0.9914,0.035,0.736,0.229
0.9934,0.0,0.693,0.307
0.9852,0.052,0.645,0.303
0.9898,0.05,0.668,0.282
0.9638,0.138,0.563,0.299
0.6705,0.069,0.837,0.093
0.9081,0.02,0.863,0.117
0.9879,0.035,0.697,0.268
0.991,0.036,0.625,0.339
0.9818,0.031,0.746,0.222
0.9855,0.012,0.774,0.214
0.9927,0.041,0.658,0.301
0.9872,0.097,0.595,0.308
0.9921,0.016,0.723,0.261
0.9783,0.034,0.693,0.272
0.9908,0.0,0.667,0.333
0.9112,0.094,0.685,0.221
0.9945,0.045,0.709,0.246
0.9836,0.063,0.621,0.316
0.993,0.094,0.558,0.348
0.9432,0.109,0.684,0.207
0.9946,0.023,0.677,0.3
0.9528,0.055,0.789,0.157
0.9945,0.043,0.594,0.363
0.9881,0.052,0.627,0.32
0.9136,0.115,0.67,0.215
0.9856,0.069,0.682,0.248
0.9866,0.052,0.583,0.365
0.9915,0.062,0.638,0.3
0.8378,0.033,0.838,0.128
0.9698,0.036,0.791,0.173
0.5719,0.139,0.694,0.168
0.9975,0.021,0.585,0.394
0.9888,0.079,0.64,0.28
0.9902,0.0,0.69,0.31
0.9907,0.018,0.639,0.343
0.988,0.016,0.706,0.277
0.8271,0.07,0.801,0.129
0.9902,0.023,0.668,0.309
0.9853,0.013,0.737,0.249
0.9948,0.019,0.664,0.318
0.9799,0.065,0.659,0.276
0.9446,0.128,0.618,0.254
0.969,0.083,0.638,0.279
0.9917,0.025,0.617,0.358
0.9854,0.037,0.706,0.257
0.9954,0.026,0.605,0.369
0.9817,0.07,0.634,0.296
0.9848,0.045,0.636,0.319
0.9884,0.103,0.632,0.265
0.9867,0.079,0.648,0.273
0.977,0.04,0.743,0.217
0.988,0.036,0.637,0.327
0.9771,0.0,0.786,0.214
0.9846,0.049,0.659,0.293
0.9786,0.017,0.743,0.239
0.9856,0.019,0.691,0.29
0.986,0.056,0.683,0.261
0.9828,0.034,0.66,0.307
0.9712,0.017,0.78,0.202
0.8186,0.121,0.723,0.155
0.9729,0.057,0.698,0.245
0.9571,0.044,0.715,0.24
0.9853,0.0,0.735,0.265
0.9571,0.042,0.729,0.229
0.9783,0.062,0.681,0.256
0.9942,0.025,0.758,0.217
0.9943,0.024,0.676,0.3
0.9947,0.047,0.639,0.314
0.9946,0.058,0.546,0.396
0.9923,0.083,0.528,0.389
0.9514,0.073,0.735,0.192
0.9886,0.011,0.649,0.339
0.9552,0.014,0.83,0.155
0.9531,0.06,0.77,0.169
0.9956,0.067,0.612,0.321
0.9857,0.009,0.753,0.238
0.975,0.038,0.768,0.195
0.9729,0.054,0.718,0.228
0.9816,0.069,0.717,0.214
0.9738,0.0,0.789,0.211
0.9517,0.068,0.743,0.189
-0.6852,0.123,0.802,0.075
0.9922,0.033,0.702,0.266
0.9926,0.04,0.571,0.389
0.9764,0.031,0.723,0.246
0.9663,0.051,0.735,0.214
0.9938,0.026,0.658,0.316
0.9728,0.074,0.674,0.252
0.985,0.032,0.729,0.239
0.9856,0.061,0.722,0.217
0.9818,0.035,0.72,0.245
0.9926,0.081,0.668,0.251
0.9922,0.059,0.702,0.239
0.98,0.091,0.588,0.32
0.7003,0.085,0.767,0.148
0.9877,0.061,0.591,0.348
0.9798,0.042,0.685,0.273
0.9862,0.037,0.638,0.325
0.98,0.05,0.687,0.263
0.9764,0.054,0.709,0.238
0.9962,0.011,0.659,0.33
0.9812,0.05,0.716,0.235
0.946,0.086,0.739,0.176
0.986,0.016,0.691,0.293
0.9938,0.043,0.616,0.34
0.9578,0.0,0.83,0.17
0.9313,0.071,0.744,0.185
0.985,0.01,0.741,0.248
0.9868,0.038,0.684,0.278
0.9946,0.072,0.574,0.354
0.9864,0.091,0.683,0.226
0.9813,0.047,0.742,0.211
0.9971,0.037,0.613,0.351
0.9186,0.0,0.88,0.12
0.8979,0.087,0.738,0.175
0.9979,0.024,0.44,0.536
0.9741,0.038,0.756,0.206
0.8563,0.138,0.7,0.162
0.9906,0.062,0.64,0.299
0.986,0.033,0.754,0.213
0.9834,0.054,0.654,0.292
0.9714,0.127,0.629,0.244
0.9045,0.04,0.831,0.129
0.952,0.09,0.688,0.222
0.9936,0.044,0.56,0.396
0.9939,0.0,0.63,0.37
0.9904,0.02,0.698,0.282
0.9949,0.062,0.622,0.316
0.9653,0.143,0.619,0.237
0.9792,0.019,0.755,0.225
0.982,0.067,0.731,0.201
0.9872,0.031,0.711,0.259
0.9853,0.068,0.612,0.32
0.9944,0.037,0.63,0.333
0.9919,0.065,0.571,0.365
0.9866,0.043,0.689,0.269
0.8893,0.185,0.556,0.259
0.9246,0.033,0.836,0.132
0.9848,0.0,0.744,0.256
0.9962,0.024,0.642,0.334
0.9969,0.011,0.593,0.397
0.9865,0.017,0.71,0.273
0.9985,0.013,0.485,0.502
0.9871,0.052,0.652,0.296
0.9286,0.028,0.835,0.137
0.9803,0.066,0.722,0.212
0.9892,0.014,0.683,0.303
0.9831,0.017,0.709,0.274
0.9973,0.0,0.557,0.443
0.9802,0.035,0.798,0.166
0.9933,0.077,0.651,0.271
0.9522,0.106,0.665,0.23
0.9694,0.033,0.711,0.256
0.9925,0.0,0.723,0.277
0.9819,0.033,0.688,0.279
0.9916,0.059,0.566,0.374
0.989,0.046,0.734,0.22
0.9823,0.022,0.682,0.297
0.988,0.033,0.632,0.336
0.7555,0.096,0.775,0.129
0.9774,0.075,0.634,0.291
0.9804,0.125,0.532,0.343
0.9791,0.0,0.777,0.223
0.9871,0.061,0.679,0.26
0.9734,0.127,0.588,0.285
0.9789,0.102,0.604,0.294
0.3769,0.137,0.704,0.159
0.9974,0.023,0.608,0.369
0.9955,0.0,0.588,0.412
0.8481,0.043,0.836,0.121
0.9945,0.013,0.657,0.331
0.9892,0.0,0.728,0.272
0.9939,0.046,0.674,0.28
0.9972,0.014,0.734,0.252
0.9872,0.082,0.604,0.314
0.991,0.0,0.679,0.321
0.9457,0.031,0.835,0.134
0.9897,0.032,0.615,0.353
0.9932,0.081,0.586,0.333
0.9403,0.078,0.709,0.213
0.9969,0.026,0.575,0.4
0.9909,0.027,0.621,0.352
0.9889,0.035,0.713,0.252
0.9747,0.054,0.722,0.224
0.9722,0.099,0.596,0.306
0.9803,0.0,0.766,0.234
0.9915,0.048,0.683,0.269
0.981,0.052,0.711,0.237
0.9826,0.077,0.61,0.313
0.9584,0.164,0.597,0.239
0.9878,0.036,0.686,0.278
0.9442,0.148,0.585,0.267
0.9863,0.011,0.814,0.175
0.9139,0.056,0.773,0.171
0.9928,0.018,0.611,0.371
0.998,0.058,0.553,0.389
0.9638,0.054,0.721,0.225
0.9847,0.049,0.673,0.278
0.9859,0.066,0.728,0.206
0.9959,0.053,0.582,0.365
0.996,0.022,0.636,0.341
-0.3645,0.08,0.871,0.05
0.9856,0.027,0.741,0.232
0.9801,0.033,0.765,0.202
0.9724,0.085,0.634,0.281
0.9744,0.016,0.783,0.2
0.9975,0.046,0.558,0.396
0.9947,0.077,0.516,0.407
0.9884,0.012,0.741,0.247
0.9903,0.039,0.652,0.31
0.9909,0.045,0.747,0.208
0.9986,0.007,0.534,0.459
0.9954,0.0,0.696,0.304
0.6369,0.106,0.748,0.146
0.9796,0.0,0.778,0.222
0.9158,0.146,0.649,0.205
0.9099,0.091,0.71,0.199
0.9933,0.03,0.672,0.298
0.913,0.031,0.829,0.141
0.9895,0.064,0.584,0.352
0.976,0.0,0.819,0.181
0.9926,0.034,0.556,0.41
0.9943,0.033,0.56,0.406
0.9896,0.057,0.684,0.259
0.9806,0.0,0.762,0.238
0.9862,0.034,0.633,0.333
0.9935,0.051,0.598,0.351
0.98,0.059,0.64,0.301
-0.3983,0.138,0.74,0.122
0.9902,0.052,0.659,0.289
0.9771,0.062,0.694,0.243
0.9932,0.044,0.642,0.314
0.9851,0.0,0.696,0.304
0.9982,0.012,0.478,0.51
0.9732,0.041,0.734,0.225
0.99,0.0,0.693,0.307
0.9933,0.027,0.629,0.343
0.9834,0.08,0.613,0.308
0.9869,0.078,0.644,0.278
0.9781,0.08,0.738,0.182
0.9881,0.049,0.735,0.216
0.9658,0.044,0.708,0.248
0.9595,0.057,0.764,0.179
0.9905,0.096,0.55,0.354
0.9932,0.067,0.613,0.32
0.9761,0.073,0.746,0.181
0.9879,0.037,0.661,0.302
0.9908,0.066,0.668,0.266
0.9937,0.067,0.633,0.3
0.9672,0.056,0.707,0.237
0.9942,0.021,0.694,0.285
0.9952,0.032,0.653,0.315
0.9859,0.067,0.666,0.267
0.9888,0.036,0.707,0.257
0.9943,0.059,0.525,0.416
0.99,0.011,0.705,0.284
0.9958,0.019,0.747,0.234
0.987,0.066,0.59,0.344
0.9906,0.047,0.609,0.345
0.9899,0.038,0.641,0.321
0.9959,0.018,0.641,0.341
0.9865,0.0,0.722,0.278
0.9955,0.023,0.684,0.294
0.9792,0.092,0.64,0.268
0.9761,0.0,0.792,0.208
0.996,0.032,0.627,0.341
0.9942,0.065,0.662,0.274
0.9941,0.059,0.572,0.369
0.9979,0.043,0.646,0.311
0.9937,0.099,0.47,0.431
0.9967,0.014,0.549,0.438
0.9816,0.03,0.732,0.237
0.9864,0.015,0.689,0.295
0.9914,0.045,0.609,0.345
0.9944,0.044,0.537,0.419
0.9905,0.045,0.583,0.372
0.9858,0.016,0.758,0.226
0.9657,0.079,0.713,0.208
0.984,0.0,0.748,0.252
0.981,0.054,0.706,0.24
0.9552,0.028,0.826,0.146
0.9918,0.046,0.656,0.298
0.9928,0.073,0.684,0.243
0.9794,0.046,0.699,0.255
0.9932,0.034,0.645,0.321
0.9879,0.048,0.667,0.285
0.9946,0.043,0.668,0.289
0.9788,0.06,0.67,0.271
0.9788,0.059,0.672,0.269
0.3687,0.154,0.679,0.167
0.9438,0.079,0.731,0.19
0.9909,0.115,0.572,0.314
0.9309,0.088,0.736,0.176
0.9927,0.047,0.735,0.218
0.9881,0.075,0.66,0.265
0.9245,0.074,0.751,0.175
0.9886,0.101,0.553,0.346
0.9682,0.078,0.683,0.239
0.9867,0.062,0.597,0.341
0.9915,0.078,0.589,0.333
0.9668,0.05,0.785,0.165
0.9911,0.018,0.677,0.305
0.9886,0.007,0.751,0.243
0.9914,0.099,0.61,0.291
0.9667,0.075,0.735,0.19
0.7007,0.182,0.604,0.213
0.9552,0.019,0.828,0.153
0.9872,0.044,0.64,0.316
0.9871,0.041,0.613,0.346
0.9958,0.021,0.609,0.37
0.9682,0.015,0.777,0.208
0.9956,0.012,0.698,0.29
0.9571,0.098,0.683,0.22
0.9855,0.062,0.641,0.297
0.9971,0.073,0.61,0.316
0.9937,0.063,0.583,0.353
0.9894,0.054,0.706,0.24
0.9858,0.088,0.622,0.29
0.9748,0.024,0.817,0.158
0.9929,0.009,0.717,0.274
0.9947,0.049,0.538,0.413
0.988,0.043,0.617,0.339
0.991,0.031,0.733,0.236
0.9492,0.067,0.699,0.234
0.9954,0.034,0.654,0.312
0.9891,0.0,0.763,0.237
0.993,0.02,0.602,0.378
0.9678,0.088,0.682,0.23
0.9913,0.015,0.607,0.378
0.9509,0.107,0.686,0.208
0.9943,0.052,0.546,0.402
0.9974,0.027,0.666,0.307
0.9914,0.023,0.691,0.286
0.9922,0.02,0.645,0.335
0.9941,0.053,0.633,0.314
0.9962,0.049,0.657,0.294
0.976,0.035,0.736,0.229
0.997,0.046,0.593,0.361
0.963,0.05,0.759,0.191
0.9893,0.078,0.566,0.356
0.9771,0.017,0.776,0.207
0.9769,0.13,0.553,0.317
0.9806,0.039,0.685,0.276
0.9822,0.094,0.691,0.215
0.9915,0.04,0.587,0.374
0.7503,0.119,0.731,0.15
0.9944,0.063,0.654,0.283
0.9781,0.053,0.737,0.21
0.995,0.023,0.645,0.332
0.9614,0.083,0.692,0.225
0.9929,0.0,0.668,0.332
0.9913,0.029,0.743,0.228
0.954,0.098,0.685,0.217
0.9913,0.057,0.641,0.302
0.8591,0.025,0.87,0.105
0.9892,0.035,0.669,0.296
0.9894,0.017,0.631,0.352
0.993,0.064,0.565,0.371
0.9673,0.128,0.62,0.252
0.9865,0.056,0.678,0.266
0.9366,0.112,0.629,0.259
0.9884,0.0,0.683,0.317
0.9813,0.056,0.729,0.215
0.9905,0.027,0.624,0.349
0.9919,0.027,0.671,0.302
0.9824,0.087,0.703,0.21
0.9914,0.011,0.633,0.355
0.9846,0.07,0.623,0.306
0.9949,0.082,0.544,0.374
0.9888,0.053,0.648,0.299
0.9948,0.029,0.571,0.4
0.9819,0.021,0.697,0.281
0.9868,0.064,0.628,0.308
0.9949,0.047,0.471,0.482
0.9707,0.063,0.658,0.279
0.9657,0.097,0.711,0.192
0.0397,0.142,0.738,0.12
0.9756,0.056,0.681,0.262
0.9927,0.044,0.618,0.337
0.981,0.024,0.691,0.285
0.9887,0.066,0.601,0.333
0.9871,0.0,0.667,0.333
0.9948,0.0,0.619,0.381
0.9962,0.049,0.614,0.336
0.9156,0.04,0.795,0.165
0.9118,0.098,0.721,0.181
0.9545,0.0,0.871,0.129
0.99,0.0,0.645,0.355
0.9776,0.022,0.706,0.272
0.9896,0.053,0.673,0.274
0.9954,0.026,0.656,0.318
0.986,0.107,0.58,0.314
0.8779,0.111,0.712,0.178
0.9917,0.038,0.589,0.374
0.9949,0.01,0.574,0.416
0.9552,0.086,0.674,0.24
0.9887,0.048,0.627,0.325
0.9961,0.014,0.533,0.453
0.9936,0.036,0.638,0.326
0.994,0.086,0.624,0.289
0.9959,0.038,0.522,0.44
0.9964,0.054,0.486,0.46
0.9909,0.048,0.626,0.326
0.9812,0.049,0.694,0.257
0.9927,0.052,0.622,0.326
0.9786,0.047,0.688,0.264
0.9962,0.067,0.539,0.394
0.9966,0.032,0.673,0.295
0.9716,0.075,0.702,0.223
0.9872,0.039,0.698,0.263
0.9692,0.053,0.786,0.161
0.9951,0.049,0.589,0.362
0.9791,0.04,0.68,0.281
0.9966,0.013,0.569,0.418
0.984,0.144,0.555,0.301
0.9931,0.011,0.665,0.325
0.997,0.05,0.582,0.368
0.9822,0.018,0.726,0.256
0.9968,0.017,0.603,0.38
0.9834,0.024,0.777,0.199
0.9648,0.081,0.681,0.238
0.9921,0.075,0.576,0.349
0.9802,0.081,0.68,0.239
0.9735,0.0,0.817,0.183
0.926,0.099,0.693,0.208
0.9828,0.046,0.727,0.227
0.8996,0.065,0.779,0.155
0.9313,0.0,0.879,0.121
0.9615,0.019,0.763,0.218
0.9858,0.027,0.731,0.242
0.9886,0.0,0.673,0.327
0.9938,0.05,0.569,0.381
0.9861,0.026,0.708,0.266
0.9848,0.039,0.675,0.286
0.9704,0.083,0.674,0.243
0.9783,0.016,0.778,0.206
0.9824,0.0,0.803,0.197
0.9524,0.021,0.789,0.19
0.9454,0.031,0.762,0.207
0.9902,0.091,0.589,0.32
0.9818,0.05,0.736,0.214
0.9841,0.065,0.658,0.277
0.9756,0.054,0.702,0.244
0.9636,0.097,0.644,0.259
0.9856,0.101,0.625,0.274
0.9682,0.106,0.662,0.231
0.996,0.025,0.646,0.329
0.9825,0.108,0.576,0.316
0.9635,0.063,0.722,0.216
0.9545,0.112,0.687,0.201
0.9723,0.039,0.787,0.175
0.829,0.1,0.701,0.2
0.9951,0.03,0.667,0.303
0.9844,0.088,0.661,0.251
0.9727,0.068,0.69,0.243
0.994,0.017,0.676,0.308
0.932,0.084,0.713,0.203
0.9853,0.054,0.683,0.263
0.9939,0.007,0.704,0.289
0.9919,0.035,0.636,0.33
0.8689,0.128,0.683,0.189
0.9937,0.01,0.744,0.247
0.9977,0.015,0.668,0.317
0.9947,0.01,0.585,0.405
0.9896,0.019,0.668,0.313
0.9738,0.045,0.712,0.243
0.8176,0.125,0.699,0.176
0.9946,0.023,0.672,0.305
0.9942,0.033,0.625,0.341
0.9942,0.049,0.656,0.294
0.9929,0.083,0.496,0.421
0.9891,0.051,0.689,0.26
0.9844,0.043,0.743,0.215
0.9684,0.062,0.726,0.212
0.9894,0.091,0.664,0.245
0.8876,0.105,0.723,0.171
0.9958,0.037,0.653,0.309
0.9784,0.036,0.792,0.171
0.9449,0.122,0.659,0.219
0.9973,0.0,0.595,0.405
0.9969,0.017,0.64,0.343
0.9846,0.046,0.653,0.301
0.9648,0.028,0.796,0.176
0.9983,0.0,0.607,0.393
0.9978,0.009,0.588,0.403
0.9933,0.0,0.691,0.309
0.9947,0.041,0.625,0.333
0.9943,0.009,0.625,0.366
0.9948,0.04,0.61,0.35
0.9926,0.058,0.554,0.388
0.9918,0.01,0.651,0.339
0.9784,0.112,0.581,0.308
0.8904,0.053,0.799,0.148
0.9908,0.0,0.672,0.328
0.9855,0.012,0.771,0.217
0.9964,0.022,0.524,0.454
0.9753,0.078,0.657,0.265
0.9981,0.047,0.606,0.347
0.7022,0.092,0.773,0.134
0.9621,0.067,0.745,0.188
0.9959,0.033,0.671,0.296
0.9869,0.033,0.651,0.317
0.9904,0.071,0.624,0.305
0.9753,0.021,0.836,0.144
0.9937,0.054,0.628,0.318
0.9738,0.052,0.671,0.277
0.9948,0.03,0.713,0.257
0.9916,0.052,0.664,0.284
0.9912,0.017,0.637,0.347
0.9955,0.018,0.686,0.295
0.9932,0.0,0.671,0.329
0.9868,0.0,0.72,0.28
0.9756,0.0,0.762,0.238
0.9956,0.016,0.6,0.384
0.9688,0.151,0.574,0.275
0.9898,0.044,0.644,0.312
0.9726,0.121,0.641,0.239
0.9824,0.049,0.79,0.161
0.9889,0.012,0.604,0.384
0.9891,0.072,0.627,0.302
0.965,0.087,0.697,0.216
0.875,0.042,0.824,0.134
0.99,0.021,0.645,0.334
0.9459,0.04,0.786,0.174
0.9963,0.025,0.639,0.337
0.9888,0.048,0.635,0.317
0.9022,0.174,0.584,0.242
0.9716,0.024,0.764,0.212
0.9686,0.081,0.646,0.273
0.9638,0.066,0.761,0.173
0.98,0.059,0.65,0.291
0.9371,0.06,0.789,0.151
0.9944,0.055,0.569,0.377
0.9947,0.082,0.625,0.293
0.9274,0.114,0.673,0.213
0.9914,0.009,0.719,0.272
0.9914,0.025,0.689,0.286
0.9855,0.082,0.631,0.288
0.8401,0.111,0.723,0.166
0.9899,0.015,0.742,0.243
0.9883,0.023,0.773,0.205
0.9677,0.078,0.699,0.223
0.9891,0.016,0.684,0.3
0.946,0.022,0.812,0.166
0.9977,0.023,0.686,0.291
0.9776,0.057,0.746,0.197
0.991,0.053,0.672,0.274
0.9958,0.0,0.537,0.463
0.9967,0.036,0.571,0.394
0.9966,0.042,0.538,0.42
0.9933,0.047,0.628,0.325
0.9225,0.089,0.717,0.194
0.9789,0.062,0.698,0.241
0.9729,0.019,0.781,0.199
0.9877,0.029,0.677,0.294
0.9702,0.07,0.725,0.205
0.9647,0.012,0.803,0.185
0.95,0.03,0.807,0.162
0.9875,0.039,0.71,0.251
0.9921,0.038,0.684,0.279
0.891,0.1,0.727,0.173
0.9947,0.039,0.696,0.265
0.9889,0.089,0.549,0.362
0.9459,0.057,0.787,0.157
0.7723,0.137,0.683,0.18
0.9531,0.021,0.799,0.18
0.977,0.071,0.616,0.313
0.9774,0.066,0.707,0.226
0.9979,0.029,0.499,0.472
0.9857,0.032,0.693,0.275
0.9538,0.067,0.717,0.216
0.9957,0.058,0.623,0.319
0.9485,0.055,0.745,0.201
0.9925,0.064,0.575,0.361
0.9754,0.073,0.687,0.24
0.997,0.029,0.601,0.369
0.9961,0.01,0.526,0.464
0.9927,0.0,0.618,0.382
0.9829,0.031,0.767,0.202
0.9917,0.013,0.706,0.282
0.9844,0.086,0.702,0.212
0.9934,0.019,0.674,0.308
0.9879,0.106,0.572,0.322
0.9648,0.016,0.787,0.198
0.9871,0.046,0.636,0.319
0.9895,0.02,0.681,0.299
0.9832,0.022,0.666,0.312
0.9946,0.013,0.613,0.374
0.9837,0.038,0.741,0.221
0.9902,0.053,0.631,0.316
0.9887,0.094,0.469,0.437
0.9953,0.0,0.574,0.426
0.9694,0.062,0.747,0.191
0.9927,0.058,0.55,0.392
0.9856,0.062,0.675,0.263
0.9571,0.082,0.705,0.212
0.8442,0.024,0.868,0.108
0.9971,0.044,0.569,0.387
0.9698,0.055,0.758,0.187
0.9923,0.034,0.767,0.2
0.9785,0.063,0.725,0.211
0.9903,0.0,0.727,0.273
0.3008,0.1,0.755,0.145
0.9922,0.051,0.591,0.358
0.9894,0.099,0.601,0.3
0.9943,0.011,0.652,0.337
0.9918,0.016,0.661,0.323
0.9891,0.094,0.627,0.279
0.992,0.035,0.559,0.406
0.9256,0.142,0.602,0.256
0.996,0.013,0.615,0.372
0.9878,0.048,0.628,0.324
0.99,0.057,0.703,0.24
0.9873,0.013,0.723,0.265
0.9406,0.059,0.79,0.151
0.978,0.047,0.767,0.186
0.968,0.097,0.629,0.274
0.9925,0.016,0.637,0.347
0.9509,0.079,0.708,0.213
0.9717,0.043,0.733,0.224
0.9936,0.041,0.619,0.339
0.9808,0.051,0.708,0.241
0.9947,0.0,0.572,0.428
0.9828,0.0,0.768,0.232
0.9729,0.04,0.708,0.253
0.9859,0.041,0.651,0.308
0.9887,0.078,0.662,0.26
0.9922,0.073,0.635,0.293
0.9948,0.051,0.527,0.422
0.9912,0.01,0.665,0.325
0.9795,0.051,0.68,0.269
0.991,0.016,0.746,0.238
0.9829,0.076,0.649,0.275
0.9794,0.018,0.774,0.207
0.9954,0.033,0.671,0.296
0.9948,0.021,0.65,0.329
0.9871,0.131,0.597,0.272
0.9875,0.028,0.698,0.274
0.9837,0.008,0.767,0.224
0.9637,0.043,0.737,0.22
0.9916,0.04,0.704,0.256
0.9886,0.017,0.674,0.309
0.9551,0.054,0.785,0.161
0.9928,0.0,0.638,0.362
0.9861,0.092,0.642,0.267
0.9952,0.036,0.709,0.255
0.9961,0.013,0.678,0.309
0.9925,0.008,0.69,0.302
0.9911,0.028,0.732,0.24
0.9931,0.044,0.722,0.234
0.9911,0.0,0.746,0.254
0.9881,0.048,0.673,0.279
0.9423,0.081,0.72,0.199
0.9855,0.055,0.785,0.16
0.9929,0.078,0.621,0.301
0.9783,0.028,0.718,0.254
0.9193,0.133,0.611,0.257
0.9952,0.007,0.648,0.345
0.9969,0.011,0.595,0.394
0.9854,0.0,0.732,0.268
0.996,0.014,0.613,0.373
0.9904,0.02,0.724,0.256
0.9705,0.015,0.804,0.181
0.9892,0.021,0.688,0.291
0.9819,0.049,0.67,0.281
0.9953,0.052,0.521,0.427
0.962,0.047,0.749,0.204
0.9889,0.042,0.683,0.275
0.9937,0.038,0.712,0.25
0.8885,0.049,0.786,0.166
0.9552,0.029,0.774,0.196
0.9945,0.0,0.703,0.297
0.9918,0.039,0.695,0.266
0.9081,0.053,0.778,0.169
0.9021,0.089,0.734,0.178
0.9639,0.029,0.754,0.217
0.9943,0.038,0.544,0.417
0.9929,0.025,0.655,0.319
0.9254,0.111,0.67,0.219
0.9963,0.049,0.53,0.42
0.9934,0.0,0.603,0.397
0.9937,0.059,0.676,0.265
0.981,0.085,0.632,0.283
0.9907,0.0,0.647,0.353
0.9915,0.045,0.72,0.235
0.9524,0.073,0.708,0.219
0.9967,0.036,0.669,0.294
0.9719,0.162,0.557,0.281
0.7964,0.081,0.773,0.146
0.9914,0.064,0.619,0.318
0.9949,0.051,0.578,0.371
0.9954,0.064,0.619,0.317
0.9885,0.072,0.646,0.282
0.9967,0.026,0.68,0.294
0.9929,0.01,0.624,0.366
0.9866,0.019,0.642,0.339
0.985,0.04,0.676,0.284
0.9158,0.049,0.788,0.163
0.9853,0.06,0.706,0.234
0.9878,0.029,0.683,0.288
0.9788,0.037,0.718,0.245
0.9356,0.047,0.771,0.181
0.986,0.05,0.657,0.293
0.9771,0.052,0.749,0.199
0.9934,0.0,0.727,0.273
0.8948,0.195,0.505,0.301
0.7955,0.052,0.85,0.098
0.9934,0.052,0.647,0.301
0.9957,0.059,0.663,0.278
0.995,0.041,0.637,0.322
0.9922,0.0,0.608,0.392
0.98,0.108,0.592,0.299
0.9957,0.0,0.569,0.431
0.9947,0.045,0.553,0.402
0.9916,0.033,0.641,0.326
0.994,0.018,0.656,0.326
0.9947,0.009,0.613,0.378
0.9694,0.065,0.734,0.201
0.9916,0.032,0.64,0.328
0.9742,0.059,0.659,0.282
0.9933,0.026,0.603,0.371
0.9888,0.039,0.608,0.353
0.993,0.05,0.696,0.254
0.9911,0.042,0.604,0.354
0.9542,0.092,0.703,0.204
0.9823,0.049,0.686,0.265
0.9318,0.071,0.738,0.191
0.9872,0.014,0.723,0.263
0.4767,0.061,0.852,0.087
0.9889,0.028,0.793,0.18
0.9897,0.082,0.69,0.228
0.9887,0.04,0.618,0.342
0.9914,0.013,0.714,0.273
0.9929,0.023,0.685,0.293
0.9946,0.013,0.633,0.355
0.9705,0.052,0.705,0.243
0.9753,0.064,0.674,0.262
0.9959,0.063,0.582,0.355
0.9878,0.06,0.631,0.309
0.9887,0.058,0.658,0.284
0.9893,0.0,0.707,0.293
0.9835,0.037,0.686,0.277
0.6597,0.112,0.718,0.169
0.994,0.025,0.684,0.291
0.8541,0.07,0.783,0.147
0.9863,0.069,0.663,0.269
0.9787,0.094,0.687,0.219
0.9761,0.055,0.651,0.293
